UnitPrice	Quantity	Discount	Rev	CompanyName	Country	productName	Discontinued	CategoryName	Employee
18.0000	10	0	180.00	Suprêmes délices	Belgium	Chai	1	Beverages	Andrew Fuller
18.0000	25	0.25	337.50	Eastern Connection	UK	Chai	1	Beverages	Robert King
18.0000	40	0.15	612.00	Lehmanns Marktstand	Germany	Chai	1	Beverages	Andrew Fuller
15.2000	20	0	304.00	Richter Supermarkt	Switzerland	Chang	1	Beverages	Anne Dodsworth
15.2000	50	0.2	608.00	Ernst Handel	Austria	Chang	1	Beverages	Nancy Davolio
15.2000	35	0	532.00	Folk och fä HB	Sweden	Chang	1	Beverages	Michael Suyama
15.2000	40	0	608.00	Hungry Owl All-Night Grocers	Ireland	Chang	1	Beverages	Michael Suyama
15.2000	25	0.2	304.00	Folk och fä HB	Sweden	Chang	1	Beverages	Andrew Fuller
15.2000	7	0.2	85.12	Hungry Owl All-Night Grocers	Ireland	Chang	1	Beverages	Robert King
15.2000	24	0.2	291.84	Frankenversand	Germany	Chang	1	Beverages	Margaret Peacock
15.2000	25	0.25	285.00	Save-a-lot Markets	USA	Chang	1	Beverages	Nancy Davolio
15.2000	60	0	912.00	QUICK-Stop	Germany	Chang	1	Beverages	Margaret Peacock
15.2000	10	0	152.00	Consolidated Holdings	UK	Chang	1	Beverages	Laura Callahan
15.2000	45	0.15	581.40	Save-a-lot Markets	USA	Chang	1	Beverages	Margaret Peacock
15.2000	40	0.15	516.80	White Clover Markets	USA	Chang	1	Beverages	Nancy Davolio
15.2000	20	0.1	273.60	LINO-Delicateses	Venezuela	Chang	1	Beverages	Margaret Peacock
19.0000	12	0	228.00	White Clover Markets	USA	Chang	1	Beverages	Margaret Peacock
19.0000	10	0	190.00	Wolski  Zajazd	Poland	Chang	1	Beverages	Michael Suyama
19.0000	20	0	380.00	Ricardo Adocicados	Brazil	Chang	1	Beverages	Margaret Peacock
19.0000	30	0.05	541.50	Die Wandernde Kuh	Germany	Chang	1	Beverages	Laura Callahan
19.0000	50	0	950.00	HILARION-Abastos	Venezuela	Chang	1	Beverages	Margaret Peacock
19.0000	5	0	95.00	Folk och fä HB	Sweden	Chang	1	Beverages	Michael Suyama
19.0000	30	0.25	427.50	Save-a-lot Markets	USA	Chang	1	Beverages	Steven Buchanan
19.0000	3	0	57.00	Save-a-lot Markets	USA	Chang	1	Beverages	Laura Callahan
19.0000	15	0.2	228.00	Around the Horn	UK	Chang	1	Beverages	Margaret Peacock
19.0000	40	0	760.00	Ottilies Käseladen	Germany	Chang	1	Beverages	Margaret Peacock
19.0000	15	0.05	270.75	La maison d'Asie	France	Chang	1	Beverages	Andrew Fuller
19.0000	10	0	190.00	Wolski  Zajazd	Poland	Chang	1	Beverages	Nancy Davolio
19.0000	20	0.25	285.00	Victuailles en stock	France	Chang	1	Beverages	Janet Leverling
19.0000	12	0.2	182.40	Ricardo Adocicados	Brazil	Chang	1	Beverages	Nancy Davolio
19.0000	10	0	190.00	Island Trading	UK	Chang	1	Beverages	Anne Dodsworth
19.0000	5	0.05	90.25	Ricardo Adocicados	Brazil	Chang	1	Beverages	Steven Buchanan
19.0000	15	0	285.00	Rattlesnake Canyon Grocery	USA	Chang	1	Beverages	Laura Callahan
19.0000	20	0	380.00	Antonio Moreno Taquería	Mexico	Chang	1	Beverages	Janet Leverling
19.0000	21	0.25	299.25	Berglunds snabbköp	Sweden	Chang	1	Beverages	Steven Buchanan
19.0000	20	0	380.00	Suprêmes délices	Belgium	Chang	1	Beverages	Michael Suyama
19.0000	20	0	380.00	Godos Cocina Típica	Spain	Chang	1	Beverages	Nancy Davolio
19.0000	10	0.15	161.50	Magazzini Alimentari Riuniti	Italy	Chang	1	Beverages	Andrew Fuller
19.0000	50	0.2	760.00	QUICK-Stop	Germany	Chang	1	Beverages	Nancy Davolio
19.0000	11	0.25	156.75	QUICK-Stop	Germany	Chang	1	Beverages	Janet Leverling
19.0000	100	0.25	1425.00	Save-a-lot Markets	USA	Chang	1	Beverages	Robert King
19.0000	30	0.2	456.00	Chop-suey Chinese	Switzerland	Chang	1	Beverages	Janet Leverling
19.0000	10	0.2	152.00	Gourmet Lanchonetes	Brazil	Chang	1	Beverages	Janet Leverling
19.0000	20	0.15	323.00	Lehmanns Marktstand	Germany	Chang	1	Beverages	Andrew Fuller
19.0000	8	0	152.00	Ernst Handel	Austria	Chang	1	Beverages	Margaret Peacock
19.0000	10	0.15	161.50	Richter Supermarkt	Switzerland	Chang	1	Beverages	Laura Callahan
19.0000	24	0.2	364.80	Rattlesnake Canyon Grocery	USA	Chang	1	Beverages	Nancy Davolio
8.0000	30	0	240.00	B's Beverages	UK	Aniseed Syrup	0	Condiments	Robert King
8.0000	50	0	400.00	LINO-Delicateses	Venezuela	Aniseed Syrup	0	Condiments	Nancy Davolio
8.0000	20	0.1	144.00	LINO-Delicateses	Venezuela	Aniseed Syrup	0	Condiments	Margaret Peacock
10.0000	60	0	600.00	QUICK-Stop	Germany	Aniseed Syrup	0	Condiments	Janet Leverling
10.0000	14	0	140.00	Vaffeljernet	Denmark	Aniseed Syrup	0	Condiments	Nancy Davolio
10.0000	6	0	60.00	Alfreds Futterkiste	Germany	Aniseed Syrup	0	Condiments	Margaret Peacock
10.0000	20	0	200.00	Bottom-Dollar Markets	Canada	Aniseed Syrup	0	Condiments	Janet Leverling
10.0000	20	0.1	180.00	Ernst Handel	Austria	Aniseed Syrup	0	Condiments	Michael Suyama
10.0000	49	0	490.00	Königlich Essen	Germany	Aniseed Syrup	0	Condiments	Anne Dodsworth
10.0000	30	0	300.00	Berglunds snabbköp	Sweden	Aniseed Syrup	0	Condiments	Laura Callahan
10.0000	25	0	250.00	Ernst Handel	Austria	Aniseed Syrup	0	Condiments	Anne Dodsworth
10.0000	4	0	40.00	Rattlesnake Canyon Grocery	USA	Aniseed Syrup	0	Condiments	Nancy Davolio
17.6000	20	0	352.00	Hungry Owl All-Night Grocers	Ireland	Chef Anton's Cajun Seasoning	0	Condiments	Janet Leverling
17.6000	24	0	422.40	Bólido Comidas preparadas	Spain	Chef Anton's Cajun Seasoning	0	Condiments	Margaret Peacock
17.6000	18	0.1	285.12	Princesa Isabel Vinhos	Portugal	Chef Anton's Cajun Seasoning	0	Condiments	Robert King
17.6000	10	0	176.00	Mère Paillarde	Canada	Chef Anton's Cajun Seasoning	0	Condiments	Andrew Fuller
17.6000	35	0	616.00	White Clover Markets	USA	Chef Anton's Cajun Seasoning	0	Condiments	Margaret Peacock
17.6000	16	0.2	225.28	Furia Bacalhau e Frutos do Mar	Portugal	Chef Anton's Cajun Seasoning	0	Condiments	Margaret Peacock
22.0000	50	0.15	935.00	Bon app'	France	Chef Anton's Cajun Seasoning	0	Condiments	Margaret Peacock
22.0000	50	0.1	990.00	QUICK-Stop	Germany	Chef Anton's Cajun Seasoning	0	Condiments	Robert King
22.0000	50	0.05	1045.00	Folk och fä HB	Sweden	Chef Anton's Cajun Seasoning	0	Condiments	Laura Callahan
22.0000	20	0.2	352.00	Tradição Hipermercados	Brazil	Chef Anton's Cajun Seasoning	0	Condiments	Margaret Peacock
22.0000	10	0.1	198.00	Magazzini Alimentari Riuniti	Italy	Chef Anton's Cajun Seasoning	0	Condiments	Laura Callahan
22.0000	25	0	550.00	Wartian Herkku	Finland	Chef Anton's Cajun Seasoning	0	Condiments	Margaret Peacock
22.0000	12	0.1	237.60	Berglunds snabbköp	Sweden	Chef Anton's Cajun Seasoning	0	Condiments	Steven Buchanan
22.0000	6	0	132.00	Queen Cozinha	Brazil	Chef Anton's Cajun Seasoning	0	Condiments	Michael Suyama
22.0000	25	0	550.00	Eastern Connection	UK	Chef Anton's Cajun Seasoning	0	Condiments	Margaret Peacock
22.0000	21	0	462.00	Suprêmes délices	Belgium	Chef Anton's Cajun Seasoning	0	Condiments	Andrew Fuller
22.0000	30	0.25	495.00	Queen Cozinha	Brazil	Chef Anton's Cajun Seasoning	0	Condiments	Margaret Peacock
22.0000	5	0	110.00	Magazzini Alimentari Riuniti	Italy	Chef Anton's Cajun Seasoning	0	Condiments	Nancy Davolio
22.0000	25	0.25	412.50	Rattlesnake Canyon Grocery	USA	Chef Anton's Cajun Seasoning	0	Condiments	Andrew Fuller
22.0000	1	0	22.00	Rattlesnake Canyon Grocery	USA	Chef Anton's Cajun Seasoning	0	Condiments	Nancy Davolio
17.0000	65	0.2	884.00	Ernst Handel	Austria	Chef Anton's Gumbo Mix	1	Condiments	Nancy Davolio
17.0000	12	0.2	163.20	Rattlesnake Canyon Grocery	USA	Chef Anton's Gumbo Mix	1	Condiments	Laura Callahan
17.0000	20	0	340.00	Comércio Mineiro	Brazil	Chef Anton's Gumbo Mix	1	Condiments	Laura Callahan
17.0000	32	0	544.00	Ernst Handel	Austria	Chef Anton's Gumbo Mix	1	Condiments	Margaret Peacock
21.3500	15	0.1	288.22	Magazzini Alimentari Riuniti	Italy	Chef Anton's Gumbo Mix	1	Condiments	Laura Callahan
21.3500	4	0	85.40	The Big Cheese	USA	Chef Anton's Gumbo Mix	1	Condiments	Michael Suyama
21.3500	30	0	640.50	Consolidated Holdings	UK	Chef Anton's Gumbo Mix	1	Condiments	Robert King
21.3500	20	0	427.00	Océano Atlántico Ltda.	Argentina	Chef Anton's Gumbo Mix	1	Condiments	Robert King
21.3500	70	0	1494.50	Save-a-lot Markets	USA	Chef Anton's Gumbo Mix	1	Condiments	Robert King
21.3500	30	0.25	480.38	Eastern Connection	UK	Chef Anton's Gumbo Mix	1	Condiments	Robert King
20.0000	30	0	600.00	Hungry Owl All-Night Grocers	Ireland	Grandma's Boysenberry Spread	0	Condiments	Janet Leverling
20.0000	6	0	120.00	Königlich Essen	Germany	Grandma's Boysenberry Spread	0	Condiments	Nancy Davolio
25.0000	70	0	1750.00	Mère Paillarde	Canada	Grandma's Boysenberry Spread	0	Condiments	Nancy Davolio
25.0000	30	0	750.00	Gourmet Lanchonetes	Brazil	Grandma's Boysenberry Spread	0	Condiments	Andrew Fuller
25.0000	6	0	150.00	Tradição Hipermercados	Brazil	Grandma's Boysenberry Spread	0	Condiments	Margaret Peacock
25.0000	50	0.05	1187.50	Bon app'	France	Grandma's Boysenberry Spread	0	Condiments	Anne Dodsworth
25.0000	20	0	500.00	Lehmanns Marktstand	Germany	Grandma's Boysenberry Spread	0	Condiments	Janet Leverling
25.0000	12	0	300.00	Bottom-Dollar Markets	Canada	Grandma's Boysenberry Spread	0	Condiments	Andrew Fuller
25.0000	16	0.05	380.00	Alfreds Futterkiste	Germany	Grandma's Boysenberry Spread	0	Condiments	Nancy Davolio
25.0000	40	0	1000.00	Que Delícia	Brazil	Grandma's Boysenberry Spread	0	Condiments	Andrew Fuller
25.0000	20	0.25	375.00	Bon app'	France	Grandma's Boysenberry Spread	0	Condiments	Margaret Peacock
25.0000	1	0.02	24.50	Rattlesnake Canyon Grocery	USA	Grandma's Boysenberry Spread	0	Condiments	Nancy Davolio
24.0000	15	0	360.00	Rattlesnake Canyon Grocery	USA	Uncle Bob's Organic Dried Pears	0	Produce	Laura Callahan
24.0000	10	0.2	192.00	Split Rail Beer & Ale	USA	Uncle Bob's Organic Dried Pears	0	Produce	Nancy Davolio
24.0000	16	0.05	364.80	Victuailles en stock	France	Uncle Bob's Organic Dried Pears	0	Produce	Margaret Peacock
24.0000	30	0	720.00	B's Beverages	UK	Uncle Bob's Organic Dried Pears	0	Produce	Andrew Fuller
30.0000	50	0.15	1275.00	Bon app'	France	Uncle Bob's Organic Dried Pears	0	Produce	Margaret Peacock
30.0000	10	0	300.00	Victuailles en stock	France	Uncle Bob's Organic Dried Pears	0	Produce	Nancy Davolio
30.0000	10	0	300.00	Vaffeljernet	Denmark	Uncle Bob's Organic Dried Pears	0	Produce	Nancy Davolio
30.0000	45	0	1350.00	Save-a-lot Markets	USA	Uncle Bob's Organic Dried Pears	0	Produce	Steven Buchanan
30.0000	35	0	1050.00	Folies gourmandes	France	Uncle Bob's Organic Dried Pears	0	Produce	Margaret Peacock
30.0000	90	0	2700.00	QUICK-Stop	Germany	Uncle Bob's Organic Dried Pears	0	Produce	Laura Callahan
30.0000	35	0	1050.00	Ottilies Käseladen	Germany	Uncle Bob's Organic Dried Pears	0	Produce	Margaret Peacock
30.0000	3	0.15	76.50	Gourmet Lanchonetes	Brazil	Uncle Bob's Organic Dried Pears	0	Produce	Michael Suyama
30.0000	20	0.1	540.00	Ottilies Käseladen	Germany	Uncle Bob's Organic Dried Pears	0	Produce	Michael Suyama
30.0000	5	0	150.00	La corne d'abondance	France	Uncle Bob's Organic Dried Pears	0	Produce	Andrew Fuller
30.0000	20	0.05	570.00	Reggiani Caseifici	Italy	Uncle Bob's Organic Dried Pears	0	Produce	Margaret Peacock
30.0000	12	0	360.00	Santé Gourmet	Norway	Uncle Bob's Organic Dried Pears	0	Produce	Nancy Davolio
30.0000	8	0	240.00	Bon app'	France	Uncle Bob's Organic Dried Pears	0	Produce	Laura Callahan
30.0000	6	0	180.00	Océano Atlántico Ltda.	Argentina	Uncle Bob's Organic Dried Pears	0	Produce	Robert King
30.0000	45	0	1350.00	QUICK-Stop	Germany	Uncle Bob's Organic Dried Pears	0	Produce	Laura Callahan
30.0000	18	0	540.00	Ernst Handel	Austria	Uncle Bob's Organic Dried Pears	0	Produce	Laura Callahan
30.0000	20	0	600.00	Bottom-Dollar Markets	Canada	Uncle Bob's Organic Dried Pears	0	Produce	Andrew Fuller
30.0000	60	0	1800.00	Eastern Connection	UK	Uncle Bob's Organic Dried Pears	0	Produce	Laura Callahan
30.0000	60	0	1800.00	Rattlesnake Canyon Grocery	USA	Uncle Bob's Organic Dried Pears	0	Produce	Janet Leverling
30.0000	60	0	1800.00	Folk och fä HB	Sweden	Uncle Bob's Organic Dried Pears	0	Produce	Andrew Fuller
30.0000	20	0	600.00	Reggiani Caseifici	Italy	Uncle Bob's Organic Dried Pears	0	Produce	Andrew Fuller
30.0000	4	0	120.00	B's Beverages	UK	Uncle Bob's Organic Dried Pears	0	Produce	Nancy Davolio
30.0000	40	0	1200.00	Eastern Connection	UK	Uncle Bob's Organic Dried Pears	0	Produce	Laura Callahan
30.0000	15	0.05	427.50	LILA-Supermercado	Venezuela	Uncle Bob's Organic Dried Pears	0	Produce	Nancy Davolio
30.0000	1	0.05	28.50	Rattlesnake Canyon Grocery	USA	Uncle Bob's Organic Dried Pears	0	Produce	Nancy Davolio
32.0000	70	0.25	1680.00	White Clover Markets	USA	Northwoods Cranberry Sauce	0	Condiments	Margaret Peacock
32.0000	70	0	2240.00	QUICK-Stop	Germany	Northwoods Cranberry Sauce	0	Condiments	Andrew Fuller
40.0000	10	0.15	340.00	Bon app'	France	Northwoods Cranberry Sauce	0	Condiments	Margaret Peacock
40.0000	24	0	960.00	Lehmanns Marktstand	Germany	Northwoods Cranberry Sauce	0	Condiments	Margaret Peacock
40.0000	10	0	400.00	Wilman Kala	Finland	Northwoods Cranberry Sauce	0	Condiments	Robert King
40.0000	40	0	1600.00	Gourmet Lanchonetes	Brazil	Northwoods Cranberry Sauce	0	Condiments	Nancy Davolio
40.0000	30	0.2	960.00	Queen Cozinha	Brazil	Northwoods Cranberry Sauce	0	Condiments	Laura Callahan
40.0000	20	0	800.00	Island Trading	UK	Northwoods Cranberry Sauce	0	Condiments	Anne Dodsworth
40.0000	30	0	1200.00	Königlich Essen	Germany	Northwoods Cranberry Sauce	0	Condiments	Anne Dodsworth
40.0000	16	0	640.00	Bottom-Dollar Markets	Canada	Northwoods Cranberry Sauce	0	Condiments	Nancy Davolio
40.0000	20	0.15	680.00	Maison Dewey	Belgium	Northwoods Cranberry Sauce	0	Condiments	Anne Dodsworth
40.0000	30	0	1200.00	Princesa Isabel Vinhos	Portugal	Northwoods Cranberry Sauce	0	Condiments	Laura Callahan
40.0000	2	0.1	72.00	Rattlesnake Canyon Grocery	USA	Northwoods Cranberry Sauce	0	Condiments	Nancy Davolio
77.6000	20	0.1	1396.80	Wellington Importadora	Brazil	Mishi Kobe Niku	1	Meat/Poultry	Janet Leverling
97.0000	16	0.15	1319.20	QUICK-Stop	Germany	Mishi Kobe Niku	1	Meat/Poultry	Andrew Fuller
97.0000	50	0.25	3637.50	Hungry Owl All-Night Grocers	Ireland	Mishi Kobe Niku	1	Meat/Poultry	Anne Dodsworth
97.0000	6	0	582.00	White Clover Markets	USA	Mishi Kobe Niku	1	Meat/Poultry	Janet Leverling
97.0000	3	0	291.00	Consolidated Holdings	UK	Mishi Kobe Niku	1	Meat/Poultry	Robert King
24.8000	24	0.05	565.44	QUICK-Stop	Germany	Ikura	0	Seafood	Janet Leverling
24.8000	15	0	372.00	Tortuga Restaurante	Mexico	Ikura	0	Seafood	Laura Callahan
24.8000	30	0.2	595.20	LILA-Supermercado	Venezuela	Ikura	0	Seafood	Nancy Davolio
24.8000	16	0	396.80	Bottom-Dollar Markets	Canada	Ikura	0	Seafood	Margaret Peacock
24.8000	14	0	347.20	Blondesddsl père et fils	France	Ikura	0	Seafood	Janet Leverling
24.8000	20	0.2	396.80	Victuailles en stock	France	Ikura	0	Seafood	Laura Callahan
24.8000	20	0.05	471.20	Victuailles en stock	France	Ikura	0	Seafood	Andrew Fuller
31.0000	16	0.05	471.20	Chop-suey Chinese	Switzerland	Ikura	0	Seafood	Michael Suyama
31.0000	2	0	62.00	Berglunds snabbköp	Sweden	Ikura	0	Seafood	Nancy Davolio
31.0000	5	0	155.00	Galería del gastrónomo	Spain	Ikura	0	Seafood	Janet Leverling
31.0000	10	0	310.00	Du monde entier	France	Ikura	0	Seafood	Robert King
31.0000	70	0	2170.00	Save-a-lot Markets	USA	Ikura	0	Seafood	Nancy Davolio
31.0000	18	0.25	418.50	Hungry Owl All-Night Grocers	Ireland	Ikura	0	Seafood	Anne Dodsworth
31.0000	24	0.15	632.40	Furia Bacalhau e Frutos do Mar	Portugal	Ikura	0	Seafood	Nancy Davolio
31.0000	2	0	62.00	Tortuga Restaurante	Mexico	Ikura	0	Seafood	Andrew Fuller
31.0000	20	0	620.00	Gourmet Lanchonetes	Brazil	Ikura	0	Seafood	Margaret Peacock
31.0000	18	0.1	502.20	Vaffeljernet	Denmark	Ikura	0	Seafood	Margaret Peacock
31.0000	18	0	558.00	Save-a-lot Markets	USA	Ikura	0	Seafood	Nancy Davolio
31.0000	21	0	651.00	Bon app'	France	Ikura	0	Seafood	Janet Leverling
31.0000	16	0	496.00	Mère Paillarde	Canada	Ikura	0	Seafood	Laura Callahan
31.0000	6	0	186.00	The Cracker Box	USA	Ikura	0	Seafood	Robert King
31.0000	10	0	310.00	GROSELLA-Restaurante	Venezuela	Ikura	0	Seafood	Nancy Davolio
31.0000	36	0	1116.00	Seven Seas Imports	UK	Ikura	0	Seafood	Michael Suyama
31.0000	15	0	465.00	Bon app'	France	Ikura	0	Seafood	Nancy Davolio
31.0000	16	0	496.00	Suprêmes délices	Belgium	Ikura	0	Seafood	Steven Buchanan
31.0000	100	0.15	2635.00	Ernst Handel	Austria	Ikura	0	Seafood	Janet Leverling
31.0000	10	0	310.00	Godos Cocina Típica	Spain	Ikura	0	Seafood	Steven Buchanan
31.0000	70	0	2170.00	Hanari Carnes	Brazil	Ikura	0	Seafood	Nancy Davolio
31.0000	20	0.1	558.00	Berglunds snabbköp	Sweden	Ikura	0	Seafood	Janet Leverling
31.0000	25	0	775.00	Vaffeljernet	Denmark	Ikura	0	Seafood	Nancy Davolio
31.0000	30	0	930.00	Bottom-Dollar Markets	Canada	Ikura	0	Seafood	Andrew Fuller
31.0000	24	0.15	632.40	Ottilies Käseladen	Germany	Ikura	0	Seafood	Andrew Fuller
31.0000	1	0	31.00	Rattlesnake Canyon Grocery	USA	Ikura	0	Seafood	Nancy Davolio
14.0000	12	0	168.00	Vins et alcools Chevalier	France	Queso Cabrales	0	Dairy Products	Steven Buchanan
16.8000	12	0	201.60	LILA-Supermercado	Venezuela	Queso Cabrales	0	Dairy Products	Michael Suyama
16.8000	50	0.2	672.00	Folk och fä HB	Sweden	Queso Cabrales	0	Dairy Products	Andrew Fuller
16.8000	12	0.2	161.28	Piccolo und mehr	Austria	Queso Cabrales	0	Dairy Products	Robert King
16.8000	24	0	403.20	Antonio Moreno Taquería	Mexico	Queso Cabrales	0	Dairy Products	Janet Leverling
16.8000	30	0	504.00	Ottilies Käseladen	Germany	Queso Cabrales	0	Dairy Products	Andrew Fuller
16.8000	6	0	100.80	Folk och fä HB	Sweden	Queso Cabrales	0	Dairy Products	Janet Leverling
16.8000	30	0	504.00	Ernst Handel	Austria	Queso Cabrales	0	Dairy Products	Janet Leverling
16.8000	6	0.2	80.64	Reggiani Caseifici	Italy	Queso Cabrales	0	Dairy Products	Laura Callahan
16.8000	10	0	168.00	Comércio Mineiro	Brazil	Queso Cabrales	0	Dairy Products	Margaret Peacock
16.8000	5	0	84.00	HILARION-Abastos	Venezuela	Queso Cabrales	0	Dairy Products	Nancy Davolio
16.8000	15	0.25	189.00	Piccolo und mehr	Austria	Queso Cabrales	0	Dairy Products	Michael Suyama
21.0000	3	0	63.00	Great Lakes Food Market	USA	Queso Cabrales	0	Dairy Products	Michael Suyama
21.0000	50	0.1	945.00	Antonio Moreno Taquería	Mexico	Queso Cabrales	0	Dairy Products	Margaret Peacock
21.0000	15	0.05	299.25	Königlich Essen	Germany	Queso Cabrales	0	Dairy Products	Nancy Davolio
21.0000	10	0	210.00	Lazy K Kountry Store	USA	Queso Cabrales	0	Dairy Products	Laura Callahan
21.0000	15	0	315.00	Wartian Herkku	Finland	Queso Cabrales	0	Dairy Products	Andrew Fuller
21.0000	35	0.15	624.75	Blondesddsl père et fils	France	Queso Cabrales	0	Dairy Products	Anne Dodsworth
21.0000	15	0.05	299.25	Mère Paillarde	Canada	Queso Cabrales	0	Dairy Products	Janet Leverling
21.0000	14	0	294.00	Blauer See Delikatessen	Germany	Queso Cabrales	0	Dairy Products	Laura Callahan
21.0000	10	0	210.00	Queen Cozinha	Brazil	Queso Cabrales	0	Dairy Products	Michael Suyama
21.0000	15	0	315.00	Ernst Handel	Austria	Queso Cabrales	0	Dairy Products	Margaret Peacock
21.0000	5	0	105.00	Eastern Connection	UK	Queso Cabrales	0	Dairy Products	Margaret Peacock
21.0000	15	0.25	236.25	Hanari Carnes	Brazil	Queso Cabrales	0	Dairy Products	Laura Callahan
21.0000	20	0	420.00	Drachenblut Delikatessen	Germany	Queso Cabrales	0	Dairy Products	Robert King
21.0000	50	0.1	945.00	Seven Seas Imports	UK	Queso Cabrales	0	Dairy Products	Nancy Davolio
21.0000	20	0.1	378.00	LILA-Supermercado	Venezuela	Queso Cabrales	0	Dairy Products	Steven Buchanan
21.0000	15	0	315.00	Tortuga Restaurante	Mexico	Queso Cabrales	0	Dairy Products	Nancy Davolio
21.0000	25	0	525.00	Lehmanns Marktstand	Germany	Queso Cabrales	0	Dairy Products	Laura Callahan
21.0000	10	0	210.00	Seven Seas Imports	UK	Queso Cabrales	0	Dairy Products	Steven Buchanan
21.0000	40	0	840.00	Rattlesnake Canyon Grocery	USA	Queso Cabrales	0	Dairy Products	Anne Dodsworth
21.0000	40	0.25	630.00	Hungry Owl All-Night Grocers	Ireland	Queso Cabrales	0	Dairy Products	Andrew Fuller
21.0000	2	0	42.00	Ana Trujillo Emparedados y helados	Mexico	Queso Cabrales	0	Dairy Products	Margaret Peacock
21.0000	5	0.25	78.75	Bottom-Dollar Markets	Canada	Queso Cabrales	0	Dairy Products	Michael Suyama
21.0000	30	0	630.00	Océano Atlántico Ltda.	Argentina	Queso Cabrales	0	Dairy Products	Laura Callahan
21.0000	15	0	315.00	Que Delícia	Brazil	Queso Cabrales	0	Dairy Products	Andrew Fuller
21.0000	10	0	210.00	Spécialités du monde	France	Queso Cabrales	0	Dairy Products	Steven Buchanan
21.0000	10	0	210.00	Pericles Comidas clásicas	Mexico	Queso Cabrales	0	Dairy Products	Andrew Fuller
30.4000	12	0.05	346.56	Wartian Herkku	Finland	Queso Manchego La Pastora	0	Dairy Products	Janet Leverling
30.4000	15	0	456.00	Mère Paillarde	Canada	Queso Manchego La Pastora	0	Dairy Products	Michael Suyama
38.0000	15	0.25	427.50	Lehmanns Marktstand	Germany	Queso Manchego La Pastora	0	Dairy Products	Janet Leverling
38.0000	30	0.15	969.00	LILA-Supermercado	Venezuela	Queso Manchego La Pastora	0	Dairy Products	Laura Callahan
